===============================================================================
Id,2006-day-001,len,datetime,open,high,low,close,volume,openinterest,LongShortStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
114,2006-day-001,114,2006-06-13 23:59:59.999989,3476.33,3476.33,3392.75,3408.02,0.0,0.0,LongShortStrategy,114,732475.9999999999,Broker,114,99648.30000000003,101648.30000000003,BuySell,114,,,Trades - Net Profit/Loss,114,,
115,2006-day-001,115,2006-06-14 23:59:59.999989,3410.79,3433.72,3379.66,3414.21,0.0,0.0,LongShortStrategy,115,732476.9999999999,Broker,115,99586.40000000004,101586.40000000004,BuySell,115,,,Trades - Net Profit/Loss,115,,
116,2006-day-001,116,2006-06-15 23:59:59.999989,3423.23,3496.64,3423.23,3493.25,0.0,0.0,LongShortStrategy,116,732477.9999999999,Broker,116,98796.00000000004,100796.00000000004,BuySell,116,,,Trades - Net Profit/Loss,116,,
117,2006-day-001,117,2006-06-16 23:59:59.999989,3508.39,3544.27,3459.56,3463.56,0.0,0.0,LongShortStrategy,117,732478.9999999999,Broker,117,99092.90000000004,101092.90000000004,BuySell,117,,,Trades - Net Profit/Loss,117,,
118,2006-day-001,118,2006-06-19 23:59:59.999989,3469.88,3520.51,3469.88,3490.24,0.0,0.0,LongShortStrategy,118,732481.9999999999,Broker,118,98826.10000000003,100826.10000000003,BuySell,118,,,Trades - Net Profit/Loss,118,,
119,2006-day-001,119,2006-06-20 23:59:59.999989,3474.6,3514.83,3453.14,3514.83,0.0,0.0,LongShortStrategy,119,732482.9999999999,Broker,119,98580.20000000004,100580.20000000004,BuySell,119,,,Trades - Net Profit/Loss,119,,
120,2006-day-001,120,2006-06-21 23:59:59.999989,3519.86,3526.86,3476.22,3526.84,0.0,0.0,LongShortStrategy,120,732483.9999999999,Broker,120,98460.10000000003,100460.10000000003,BuySell,120,,,Trades - Net Profit/Loss,120,,
121,2006-day-001,121,2006-06-22 23:59:59.999989,3542.65,3571.24,3523.72,3544.85,0.0,0.0,LongShortStrategy,121,732484.9999999999,Broker,121,98320.00000000003,100320.00000000003,BuySell,121,3470.8642,,Trades - Net Profit/Loss,121,555.2999999999984,
122,2006-day-001,122,2006-06-23 23:59:59.999989,3545.6,3564.06,3530.0,3550.15,0.0,0.0,LongShortStrategy,122,732485.9999999999,Broker,122,98373.00000000003,100373.00000000003,BuySell,122,,,Trades - Net Profit/Loss,122,,
123,2006-day-001,123,2006-06-26 23:59:59.999989,3554.07,3566.55,3528.59,3534.84,0.0,0.0,LongShortStrategy,123,732488.9999999999,Broker,123,98219.90000000002,100219.90000000002,BuySell,123,,,Trades - Net Profit/Loss,123,,
124,2006-day-001,124,2006-06-27 23:59:59.999989,3540.49,3555.94,3500.72,3506.93,0.0,0.0,LongShortStrategy,124,732489.9999999999,Broker,124,97940.80000000002,99940.80000000002,BuySell,124,,,Trades - Net Profit/Loss,124,,
125,2006-day-001,125,2006-06-28 23:59:59.999989,3503.3,3526.09,3484.71,3506.07,0.0,0.0,LongShortStrategy,125,732490.9999999999,Broker,125,97932.20000000003,99932.20000000003,BuySell,125,,,Trades - Net Profit/Loss,125,,
126,2006-day-001,126,2006-06-29 23:59:59.999989,3519.54,3583.9,3519.54,3582.61,0.0,0.0,LongShortStrategy,126,732491.9999999999,Broker,126,98697.60000000002,100697.60000000002,BuySell,126,,,Trades - Net Profit/Loss,126,,
127,2006-day-001,127,2006-06-30 23:59:59.999989,3592.01,3655.02,3592.01,3648.92,0.0,0.0,LongShortStrategy,127,732492.9999999999,Broker,127,99360.70000000003,101360.70000000003,BuySell,127,,,Trades - Net Profit/Loss,127,,
128,2006-day-001,128,2006-07-03 23:59:59.999989,3648.91,3662.92,3639.07,3662.92,0.0,0.0,LongShortStrategy,128,732495.9999999999,Broker,128,99500.70000000003,101500.70000000003,BuySell,128,,,Trades - Net Profit/Loss,128,,
129,2006-day-001,129,2006-07-04 23:59:59.999989,3664.59,3670.75,3646.04,3670.75,0.0,0.0,LongShortStrategy,129,732496.9999999999,Broker,129,99579.00000000003,101579.00000000003,BuySell,129,,,Trades - Net Profit/Loss,129,,
130,2006-day-001,130,2006-07-05 23:59:59.999989,3656.71,3656.71,3607.81,3618.64,0.0,0.0,LongShortStrategy,130,732497.9999999999,Broker,130,99057.90000000002,101057.90000000002,BuySell,130,,,Trades - Net Profit/Loss,130,,
131,2006-day-001,131,2006-07-06 23:59:59.999989,3624.02,3665.54,3624.02,3662.39,0.0,0.0,LongShortStrategy,131,732498.9999999999,Broker,131,99495.40000000002,101495.40000000002,BuySell,131,,,Trades - Net Profit/Loss,131,,
132,2006-day-001,132,2006-07-07 23:59:59.999989,3657.0,3670.45,3627.02,3651.33,0.0,0.0,LongShortStrategy,132,732499.9999999999,Broker,132,99384.80000000002,101384.80000000002,BuySell,132,,,Trades - Net Profit/Loss,132,,
133,2006-day-001,133,2006-07-10 23:59:59.999989,3645.42,3671.09,3621.34,3666.51,0.0,0.0,LongShortStrategy,133,732502.9999999999,Broker,133,99536.60000000002,101536.60000000002,BuySell,133,,,Trades - Net Profit/Loss,133,,
134,2006-day-001,134,2006-07-11 23:59:59.999989,3656.57,3656.65,3609.05,3617.78,0.0,0.0,LongShortStrategy,134,732503.9999999999,Broker,134,99049.30000000002,101049.30000000002,BuySell,134,,,Trades - Net Profit/Loss,134,,
135,2006-day-001,135,2006-07-12 23:59:59.999989,3632.02,3662.83,3622.26,3630.5,0.0,0.0,LongShortStrategy,135,732504.9999999999,Broker,135,99176.50000000001,101176.50000000001,BuySell,135,,,Trades - Net Profit/Loss,135,,
136,2006-day-001,136,2006-07-13 23:59:59.999989,3617.55,3617.55,3552.52,3562.56,0.0,0.0,LongShortStrategy,136,732505.9999999999,Broker,136,98497.10000000002,100497.10000000002,BuySell,136,,,Trades - Net Profit/Loss,136,,
137,2006-day-001,137,2006-07-14 23:59:59.999989,3545.92,3552.04,3508.25,3508.25,0.0,0.0,LongShortStrategy,137,732506.9999999999,Broker,137,98703.40000000002,100703.40000000002,BuySell,137,,3605.3205999999996,Trades - Net Profit/Loss,137,28.699999999999818,
138,2006-day-001,138,2006-07-17 23:59:59.999989,3512.22,3518.34,3462.77,3498.62,0.0,0.0,LongShortStrategy,138,732509.9999999999,Broker,138,98799.70000000003,100799.70000000003,BuySell,138,,,Trades - Net Profit/Loss,138,,
139,2006-day-001,139,2006-07-18 23:59:59.999989,3491.81,3516.31,3475.98,3492.11,0.0,0.0,LongShortStrategy,139,732510.9999999999,Broker,139,98864.80000000002,100864.80000000002,BuySell,139,,,Trades - Net Profit/Loss,139,,
140,2006-day-001,140,2006-07-19 23:59:59.999989,3497.48,3585.65,3497.48,3585.65,0.0,0.0,LongShortStrategy,140,732511.9999999999,Broker,140,97929.40000000002,99929.40000000002,BuySell,140,,,Trades - Net Profit/Loss,140,,
141,2006-day-001,141,2006-07-20 23:59:59.999989,3593.87,3612.48,3580.86,3589.63,0.0,0.0,LongShortStrategy,141,732512.9999999999,Broker,141,97889.60000000002,99889.60000000002,BuySell,141,,,Trades - Net Profit/Loss,141,,
142,2006-day-001,142,2006-07-21 23:59:59.999989,3580.53,3590.68,3546.24,3557.08,0.0,0.0,LongShortStrategy,142,732513.9999999999,Broker,142,98215.10000000002,100215.10000000002,BuySell,142,,,Trades - Net Profit/Loss,142,,
143,2006-day-001,143,2006-07-24 23:59:59.999989,3559.34,3633.5,3559.34,3632.93,0.0,0.0,LongShortStrategy,143,732516.9999999999,Broker,143,97456.60000000002,99456.60000000002,BuySell,143,,,Trades - Net Profit/Loss,143,,
144,2006-day-001,144,2006-07-25 23:59:59.999989,3639.65,3651.74,3621.71,3631.5,0.0,0.0,LongShortStrategy,144,732517.9999999999,Broker,144,97303.90000000002,99303.90000000002,BuySell,144,3567.38435,,Trades - Net Profit/Loss,144,,-941.3000000000002
145,2006-day-001,145,2006-07-26 23:59:59.999989,3635.17,3647.02,3625.07,3640.75,0.0,0.0,LongShortStrategy,145,732518.9999999999,Broker,145,97396.40000000002,99396.40000000002,BuySell,145,,,Trades - Net Profit/Loss,145,,
146,2006-day-001,146,2006-07-27 23:59:59.999989,3649.29,3681.55,3649.29,3681.55,0.0,0.0,LongShortStrategy,146,732519.9999999999,Broker,146,97804.40000000002,99804.40000000002,BuySell,146,,,Trades - Net Profit/Loss,146,,
147,2006-day-001,147,2006-07-28 23:59:59.999989,3671.71,3711.41,3659.67,3710.6,0.0,0.0,LongShortStrategy,147,732520.9999999999,Broker,147,98094.90000000002,100094.90000000002,BuySell,147,,,Trades - Net Profit/Loss,147,,
148,2006-day-001,148,2006-07-31 23:59:59.999989,3708.82,3711.52,3688.22,3691.87,0.0,0.0,LongShortStrategy,148,732523.9999999999,Broker,148,97907.60000000002,99907.60000000002,BuySell,148,,,Trades - Net Profit/Loss,148,,
149,2006-day-001,149,2006-08-01 23:59:59.999989,3687.82,3696.52,3632.51,3640.6,0.0,0.0,LongShortStrategy,149,732524.9999999999,Broker,149,97394.90000000002,99394.90000000002,BuySell,149,,,Trades - Net Profit/Loss,149,,
150,2006-day-001,150,2006-08-02 23:59:59.999989,3655.93,3696.77,3655.93,3696.35,0.0,0.0,LongShortStrategy,150,732525.9999999999,Broker,150,97952.40000000002,99952.40000000002,BuySell,150,,,Trades - Net Profit/Loss,150,,
151,2006-day-001,151,2006-08-03 23:59:59.999989,3695.86,3703.38,3647.96,3667.91,0.0,0.0,LongShortStrategy,151,732526.9999999999,Broker,151,97668.00000000003,99668.00000000003,BuySell,151,,,Trades - Net Profit/Loss,151,,
152,2006-day-001,152,2006-08-04 23:59:59.999989,3677.44,3729.29,3677.44,3718.09,0.0,0.0,LongShortStrategy,152,732527.9999999999,Broker,152,98169.80000000003,100169.80000000003,BuySell,152,,,Trades - Net Profit/Loss,152,,
153,2006-day-001,153,2006-08-07 23:59:59.999989,3707.49,3707.49,3654.09,3659.03,0.0,0.0,LongShortStrategy,153,732530.9999999999,Broker,153,97579.20000000003,99579.20000000003,BuySell,153,,,Trades - Net Profit/Loss,153,,
154,2006-day-001,154,2006-08-08 23:59:59.999989,3672.22,3684.78,3654.51,3668.1,0.0,0.0,LongShortStrategy,154,732531.9999999999,Broker,154,97669.90000000002,99669.90000000002,BuySell,154,,,Trades - Net Profit/Loss,154,,
155,2006-day-001,155,2006-08-09 23:59:59.999989,3674.04,3712.22,3651.29,3707.19,0.0,0.0,LongShortStrategy,155,732532.9999999999,Broker,155,98060.80000000002,100060.80000000002,BuySell,155,,,Trades - Net Profit/Loss,155,,
156,2006-day-001,156,2006-08-10 23:59:59.999989,3686.63,3686.63,3638.55,3675.44,0.0,0.0,LongShortStrategy,156,732533.9999999999,Broker,156,97743.30000000002,99743.30000000002,BuySell,156,,,Trades - Net Profit/Loss,156,,
157,2006-day-001,157,2006-08-11 23:59:59.999989,3682.86,3698.24,3659.1,3675.1,0.0,0.0,LongShortStrategy,157,732534.9999999999,Broker,157,97739.90000000002,99739.90000000002,BuySell,157,,,Trades - Net Profit/Loss,157,,
158,2006-day-001,158,2006-08-14 23:59:59.999989,3690.09,3720.39,3690.09,3719.11,0.0,0.0,LongShortStrategy,158,732537.9999999999,Broker,158,98180.00000000003,100180.00000000003,BuySell,158,,,Trades - Net Profit/Loss,158,,
159,2006-day-001,159,2006-08-15 23:59:59.999989,3712.47,3773.87,3706.87,3766.38,0.0,0.0,LongShortStrategy,159,732538.9999999999,Broker,159,98652.70000000003,100652.70000000003,BuySell,159,,,Trades - Net Profit/Loss,159,,
160,2006-day-001,160,2006-08-16 23:59:59.999989,3767.86,3798.63,3765.45,3790.94,0.0,0.0,LongShortStrategy,160,732539.9999999999,Broker,160,98898.30000000003,100898.30000000003,BuySell,160,,,Trades - Net Profit/Loss,160,,
161,2006-day-001,161,2006-08-17 23:59:59.999989,3792.0,3801.01,3779.32,3800.1,0.0,0.0,LongShortStrategy,161,732540.9999999999,Broker,161,98989.90000000002,100989.90000000002,BuySell,161,,,Trades - Net Profit/Loss,161,,
162,2006-day-001,162,2006-08-18 23:59:59.999989,3798.33,3807.48,3781.99,3791.4,0.0,0.0,LongShortStrategy,162,732541.9999999999,Broker,162,98902.90000000002,100902.90000000002,BuySell,162,,,Trades - Net Profit/Loss,162,,
163,2006-day-001,163,2006-08-21 23:59:59.999989,3789.99,3790.58,3765.38,3777.25,0.0,0.0,LongShortStrategy,163,732544.9999999999,Broker,163,98761.40000000002,100761.40000000002,BuySell,163,,,Trades - Net Profit/Loss,163,,
164,2006-day-001,164,2006-08-22 23:59:59.999989,3788.55,3797.51,3754.38,3792.55,0.0,0.0,LongShortStrategy,164,732545.9999999999,Broker,164,98914.40000000002,100914.40000000002,BuySell,164,,,Trades - Net Profit/Loss,164,,
165,2006-day-001,165,2006-08-23 23:59:59.999989,3793.49,3793.49,3753.04,3758.98,0.0,0.0,LongShortStrategy,165,732546.9999999999,Broker,165,98578.70000000003,100578.70000000003,BuySell,165,,,Trades - Net Profit/Loss,165,,
166,2006-day-001,166,2006-08-24 23:59:59.999989,3761.86,3796.84,3743.26,3781.87,0.0,0.0,LongShortStrategy,166,732547.9999999999,Broker,166,98807.60000000002,100807.60000000002,BuySell,166,,,Trades - Net Profit/Loss,166,,
167,2006-day-001,167,2006-08-25 23:59:59.999989,3784.01,3797.91,3766.21,3781.17,0.0,0.0,LongShortStrategy,167,732548.9999999999,Broker,167,98800.60000000002,100800.60000000002,BuySell,167,,,Trades - Net Profit/Loss,167,,
168,2006-day-001,168,2006-08-28 23:59:59.999989,3778.79,3811.84,3758.87,3808.57,0.0,0.0,LongShortStrategy,168,732551.9999999999,Broker,168,99074.60000000002,101074.60000000002,BuySell,168,,,Trades - Net Profit/Loss,168,,
169,2006-day-001,169,2006-08-29 23:59:59.999989,3810.18,3829.39,3800.05,3806.81,0.0,0.0,LongShortStrategy,169,732552.9999999999,Broker,169,99057.00000000001,101057.00000000001,BuySell,169,,,Trades - Net Profit/Loss,169,,
170,2006-day-001,170,2006-08-30 23:59:59.999989,3815.88,3829.4,3809.02,3817.86,0.0,0.0,LongShortStrategy,170,732553.9999999999,Broker,170,99167.50000000001,101167.50000000001,BuySell,170,,,Trades - Net Profit/Loss,170,,
171,2006-day-001,171,2006-08-31 23:59:59.999989,3823.7,3828.06,3802.39,3808.7,0.0,0.0,LongShortStrategy,171,732554.9999999999,Broker,171,99075.90000000001,101075.90000000001,BuySell,171,,,Trades - Net Profit/Loss,171,,
172,2006-day-001,172,2006-09-01 23:59:59.999989,3808.99,3836.22,3808.99,3820.89,0.0,0.0,LongShortStrategy,172,732555.9999999999,Broker,172,99197.8,101197.8,BuySell,172,,,Trades - Net Profit/Loss,172,,
173,2006-day-001,173,2006-09-04 23:59:59.999989,3824.02,3839.3,3824.02,3837.61,0.0,0.0,LongShortStrategy,173,732558.9999999999,Broker,173,99365.0,101365.0,BuySell,173,,,Trades - Net Profit/Loss,173,,
174,2006-day-001,174,2006-09-05 23:59:59.999989,3835.82,3835.82,3801.14,3817.76,0.0,0.0,LongShortStrategy,174,732559.9999999999,Broker,174,99166.5,101166.5,BuySell,174,,,Trades - Net Profit/Loss,174,,
175,2006-day-001,175,2006-09-06 23:59:59.999989,3818.12,3818.36,3765.73,3772.21,0.0,0.0,LongShortStrategy,175,732560.9999999999,Broker,175,98711.0,100711.0,BuySell,175,,,Trades - Net Profit/Loss,175,,
176,2006-day-001,176,2006-09-07 23:59:59.999989,3766.8,3766.8,3729.77,3739.7,0.0,0.0,LongShortStrategy,176,732561.9999999999,Broker,176,98923.9,100923.9,BuySell,176,,3823.3019999999997,Trades - Net Profit/Loss,176,1267.500000000001,
177,2006-day-001,177,2006-09-08 23:59:59.999989,3745.99,3762.09,3736.31,3750.08,0.0,0.0,LongShortStrategy,177,732562.9999999999,Broker,177,98820.09999999999,100820.09999999999,BuySell,177,,,Trades - Net Profit/Loss,177,,
178,2006-day-001,178,2006-09-11 23:59:59.999989,3745.78,3745.78,3709.81,3742.06,0.0,0.0,LongShortStrategy,178,732565.9999999999,Broker,178,98900.29999999999,100900.29999999999,BuySell,178,,,Trades - Net Profit/Loss,178,,
179,2006-day-001,179,2006-09-12 23:59:59.999989,3744.91,3792.73,3729.36,3788.96,0.0,0.0,LongShortStrategy,179,732566.9999999999,Broker,179,98431.29999999999,100431.29999999999,BuySell,179,,,Trades - Net Profit/Loss,179,,
180,2006-day-001,180,2006-09-13 23:59:59.999989,3799.86,3810.07,3787.11,3805.55,0.0,0.0,LongShortStrategy,180,732567.9999999999,Broker,180,98375.19999999998,100375.19999999998,BuySell,180,3730.30335,,Trades - Net Profit/Loss,180,,-334.59999999999945
181,2006-day-001,181,2006-09-14 23:59:59.999989,3809.08,3824.77,3786.7,3796.65,0.0,0.0,LongShortStrategy,181,732568.9999999999,Broker,181,98286.19999999998,100286.19999999998,BuySell,181,,,Trades - Net Profit/Loss,181,,
182,2006-day-001,182,2006-09-15 23:59:59.999989,3800.99,3825.15,3789.18,3812.11,0.0,0.0,LongShortStrategy,182,732569.9999999999,Broker,182,98440.79999999999,100440.79999999999,BuySell,182,,,Trades - Net Profit/Loss,182,,
183,2006-day-001,183,2006-09-18 23:59:59.999989,3813.73,3823.92,3790.83,3808.47,0.0,0.0,LongShortStrategy,183,732572.9999999999,Broker,183,98404.39999999998,100404.39999999998,BuySell,183,,,Trades - Net Profit/Loss,183,,
184,2006-day-001,184,2006-09-19 23:59:59.999989,3807.67,3811.25,3770.36,3780.18,0.0,0.0,LongShortStrategy,184,732573.9999999999,Broker,184,98121.49999999999,100121.49999999999,BuySell,184,,,Trades - Net Profit/Loss,184,,
185,2006-day-001,185,2006-09-20 23:59:59.999989,3782.15,3843.26,3775.48,3841.31,0.0,0.0,LongShortStrategy,185,732574.9999999999,Broker,185,97545.59999999998,99545.59999999998,BuySell,185,,3900.9089,Trades - Net Profit/Loss,185,,-181.10000000000036
186,2006-day-001,186,2006-09-21 23:59:59.999989,3840.2,3867.74,3831.23,3857.14,0.0,0.0,LongShortStrategy,186,732575.9999999999,Broker,186,97722.09999999998,99722.09999999998,BuySell,186,3773.76155,,Trades - Net Profit/Loss,186,,-584.4999999999973
187,2006-day-001,187,2006-09-22 23:59:59.999989,3839.51,3839.65,3800.65,3812.73,0.0,0.0,LongShortStrategy,187,732576.9999999999,Broker,187,97277.99999999997,99277.99999999997,BuySell,187,,,Trades - Net Profit/Loss,187,,
188,2006-day-001,188,2006-09-25 23:59:59.999989,3815.13,3842.67,3802.47,3822.12,0.0,0.0,LongShortStrategy,188,732579.9999999999,Broker,188,97371.89999999997,99371.89999999997,BuySell,188,,,Trades - Net Profit/Loss,188,,
189,2006-day-001,189,2006-09-26 23:59:59.999989,3838.0,3877.79,3838.0,3872.92,0.0,0.0,LongShortStrategy,189,732580.9999999999,Broker,189,97879.89999999997,99879.89999999997,BuySell,189,,,Trades - Net Profit/Loss,189,,
190,2006-day-001,190,2006-09-27 23:59:59.999989,3877.55,3899.04,3871.12,3896.18,0.0,0.0,LongShortStrategy,190,732581.9999999999,Broker,190,98112.49999999996,100112.49999999996,BuySell,190,,,Trades - Net Profit/Loss,190,,
191,2006-day-001,191,2006-09-28 23:59:59.999989,3893.86,3907.41,3885.32,3894.98,0.0,0.0,LongShortStrategy,191,732582.9999999999,Broker,191,98100.49999999996,100100.49999999996,BuySell,191,,,Trades - Net Profit/Loss,191,,
192,2006-day-001,192,2006-09-29 23:59:59.999989,3898.07,3921.15,3894.87,3899.41,0.0,0.0,LongShortStrategy,192,732583.9999999999,Broker,192,98144.79999999996,100144.79999999996,BuySell,192,,,Trades - Net Profit/Loss,192,,
193,2006-day-001,193,2006-10-02 23:59:59.999989,3902.03,3917.4,3875.76,3892.48,0.0,0.0,LongShortStrategy,193,732586.9999999999,Broker,193,98075.49999999996,100075.49999999996,BuySell,193,,,Trades - Net Profit/Loss,193,,
194,2006-day-001,194,2006-10-03 23:59:59.999989,3886.09,3886.09,3858.87,3880.14,0.0,0.0,LongShortStrategy,194,732587.9999999999,Broker,194,97952.09999999995,99952.09999999995,BuySell,194,,,Trades - Net Profit/Loss,194,,
195,2006-day-001,195,2006-10-04 23:59:59.999989,3884.39,3914.73,3883.38,3914.73,0.0,0.0,LongShortStrategy,195,732588.9999999999,Broker,195,98297.99999999994,100297.99999999994,BuySell,195,,,Trades - Net Profit/Loss,195,,
196,2006-day-001,196,2006-10-05 23:59:59.999989,3921.17,3949.47,3921.17,3939.86,0.0,0.0,LongShortStrategy,196,732589.9999999999,Broker,196,98549.29999999994,100549.29999999994,BuySell,196,,,Trades - Net Profit/Loss,196,,
197,2006-day-001,197,2006-10-06 23:59:59.999989,3939.28,3950.06,3919.88,3940.31,0.0,0.0,LongShortStrategy,197,732590.9999999999,Broker,197,98553.79999999994,100553.79999999994,BuySell,197,,,Trades - Net Profit/Loss,197,,
198,2006-day-001,198,2006-10-09 23:59:59.999989,3932.33,3942.17,3921.81,3939.48,0.0,0.0,LongShortStrategy,198,732593.9999999999,Broker,198,98545.49999999994,100545.49999999994,BuySell,198,,,Trades - Net Profit/Loss,198,,
199,2006-day-001,199,2006-10-10 23:59:59.999989,3946.55,3963.2,3943.35,3960.67,0.0,0.0,LongShortStrategy,199,732594.9999999999,Broker,199,98757.39999999994,100757.39999999994,BuySell,199,,,Trades - Net Profit/Loss,199,,
200,2006-day-001,200,2006-10-11 23:59:59.999989,3956.15,3969.72,3939.78,3967.39,0.0,0.0,LongShortStrategy,200,732595.9999999999,Broker,200,98824.59999999993,100824.59999999993,BuySell,200,,,Trades - Net Profit/Loss,200,,
201,2006-day-001,201,2006-10-12 23:59:59.999989,3966.39,4000.49,3964.44,3999.93,0.0,0.0,LongShortStrategy,201,732596.9999999999,Broker,201,99149.99999999993,101149.99999999993,BuySell,201,,,Trades - Net Profit/Loss,201,,
202,2006-day-001,202,2006-10-13 23:59:59.999989,4002.28,4008.67,3986.41,3999.07,0.0,0.0,LongShortStrategy,202,732597.9999999999,Broker,202,99141.39999999994,101141.39999999994,BuySell,202,,,Trades - Net Profit/Loss,202,,
203,2006-day-001,203,2006-10-16 23:59:59.999989,4000.3,4007.38,3987.52,4001.97,0.0,0.0,LongShortStrategy,203,732600.9999999999,Broker,203,99170.39999999994,101170.39999999994,BuySell,203,,,Trades - Net Profit/Loss,203,,
204,2006-day-001,204,2006-10-17 23:59:59.999989,3993.04,3993.33,3947.39,3949.57,0.0,0.0,LongShortStrategy,204,732601.9999999999,Broker,204,98646.39999999994,100646.39999999994,BuySell,204,,,Trades - Net Profit/Loss,204,,
205,2006-day-001,205,2006-10-18 23:59:59.999989,3958.29,4007.17,3958.29,3991.38,0.0,0.0,LongShortStrategy,205,732602.9999999999,Broker,205,99064.49999999994,101064.49999999994,BuySell,205,,,Trades - Net Profit/Loss,205,,
206,2006-day-001,206,2006-10-19 23:59:59.999989,3986.3,4000.76,3967.98,3986.82,0.0,0.0,LongShortStrategy,206,732603.9999999999,Broker,206,99018.89999999994,101018.89999999994,BuySell,206,,,Trades - Net Profit/Loss,206,,
207,2006-day-001,207,2006-10-20 23:59:59.999989,3991.86,4016.63,3981.18,3998.19,0.0,0.0,LongShortStrategy,207,732604.9999999999,Broker,207,99132.59999999993,101132.59999999993,BuySell,207,,,Trades - Net Profit/Loss,207,,
208,2006-day-001,208,2006-10-23 23:59:59.999989,4001.63,4024.75,3982.02,4019.02,0.0,0.0,LongShortStrategy,208,732607.9999999999,Broker,208,99340.89999999994,101340.89999999994,BuySell,208,,,Trades - Net Profit/Loss,208,,
209,2006-day-001,209,2006-10-24 23:59:59.999989,4018.21,4022.87,4003.96,4014.01,0.0,0.0,LongShortStrategy,209,732608.9999999999,Broker,209,99290.79999999994,101290.79999999994,BuySell,209,,,Trades - Net Profit/Loss,209,,
210,2006-day-001,210,2006-10-25 23:59:59.999989,4011.18,4025.56,4004.86,4019.14,0.0,0.0,LongShortStrategy,210,732609.9999999999,Broker,210,99342.09999999995,101342.09999999995,BuySell,210,,,Trades - Net Profit/Loss,210,,
211,2006-day-001,211,2006-10-26 23:59:59.999989,4026.47,4047.54,4019.98,4027.29,0.0,0.0,LongShortStrategy,211,732610.9999999999,Broker,211,99423.59999999995,101423.59999999995,BuySell,211,,,Trades - Net Profit/Loss,211,,
212,2006-day-001,212,2006-10-27 23:59:59.999989,4029.07,4039.77,3998.43,4017.27,0.0,0.0,LongShortStrategy,212,732611.9999999999,Broker,212,99323.39999999995,101323.39999999995,BuySell,212,,,Trades - Net Profit/Loss,212,,
213,2006-day-001,213,2006-10-30 23:59:59.999989,4007.26,4007.26,3979.81,4004.92,0.0,0.0,LongShortStrategy,213,732614.9999999999,Broker,213,99199.89999999995,101199.89999999995,BuySell,213,,,Trades - Net Profit/Loss,213,,
214,2006-day-001,214,2006-10-31 23:59:59.999989,4003.92,4019.84,3990.01,4004.8,0.0,0.0,LongShortStrategy,214,732615.9999999999,Broker,214,99198.69999999995,101198.69999999995,BuySell,214,,,Trades - Net Profit/Loss,214,,
215,2006-day-001,215,2006-11-01 23:59:59.999989,4003.8,4029.57,3999.78,4014.34,0.0,0.0,LongShortStrategy,215,732616.9999999999,Broker,215,99294.09999999995,101294.09999999995,BuySell,215,,,Trades - Net Profit/Loss,215,,
216,2006-day-001,216,2006-11-02 23:59:59.999989,4003.97,4010.72,3961.64,3974.62,0.0,0.0,LongShortStrategy,216,732617.9999999999,Broker,216,98896.89999999995,100896.89999999995,BuySell,216,,,Trades - Net Profit/Loss,216,,
217,2006-day-001,217,2006-11-03 23:59:59.999989,3979.73,4010.44,3971.83,3990.46,0.0,0.0,LongShortStrategy,217,732618.9999999999,Broker,217,98836.69999999995,100836.69999999995,BuySell,217,,4070.5966,Trades - Net Profit/Loss,217,1391.300000000002,
218,2006-day-001,218,2006-11-06 23:59:59.999989,3991.47,4045.22,3991.47,4045.22,0.0,0.0,LongShortStrategy,218,732621.9999999999,Broker,218,98289.09999999996,100289.09999999996,BuySell,218,,,Trades - Net Profit/Loss,218,,
219,2006-day-001,219,2006-11-07 23:59:59.999989,4047.63,4075.99,4045.52,4072.86,0.0,0.0,LongShortStrategy,219,732622.9999999999,Broker,219,98513.29999999996,100513.29999999996,BuySell,219,3984.8372,,Trades - Net Profit/Loss,219,,-683.0000000000009
220,2006-day-001,220,2006-11-08 23:59:59.999989,4064.92,4078.99,4047.19,4073.81,0.0,0.0,LongShortStrategy,220,732623.9999999999,Broker,220,98522.79999999996,100522.79999999996,BuySell,220,,,Trades - Net Profit/Loss,220,,
221,2006-day-001,221,2006-11-09 23:59:59.999989,4071.17,4081.7,4059.21,4073.0,0.0,0.0,LongShortStrategy,221,732624.9999999999,Broker,221,98514.69999999995,100514.69999999995,BuySell,221,,,Trades - Net Profit/Loss,221,,
222,2006-day-001,222,2006-11-10 23:59:59.999989,4067.1,4072.42,4048.97,4063.84,0.0,0.0,LongShortStrategy,222,732625.9999999999,Broker,222,98423.09999999995,100423.09999999995,BuySell,222,,,Trades - Net Profit/Loss,222,,
223,2006-day-001,223,2006-11-13 23:59:59.999989,4063.01,4095.55,4059.51,4086.14,0.0,0.0,LongShortStrategy,223,732628.9999999999,Broker,223,98646.09999999995,100646.09999999995,BuySell,223,,,Trades - Net Profit/Loss,223,,
224,2006-day-001,224,2006-11-14 23:59:59.999989,4087.11,4097.05,4068.51,4084.33,0.0,0.0,LongShortStrategy,224,732629.9999999999,Broker,224,98627.99999999994,100627.99999999994,BuySell,224,,,Trades - Net Profit/Loss,224,,
225,2006-day-001,225,2006-11-15 23:59:59.999989,4089.39,4110.53,4089.39,4108.83,0.0,0.0,LongShortStrategy,225,732630.9999999999,Broker,225,98872.99999999994,100872.99999999994,BuySell,225,,,Trades - Net Profit/Loss,225,,
