===============================================================================
Id,2006-day-001,len,datetime,open,high,low,close,volume,openinterest,LongShortStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
11,2006-day-001,11,2006-01-16 23:59:59.999989,3628.73,3649.1,3621.03,3644.41,0.0,0.0,LongShortStrategy,11,732327.9999999999,Broker,11,100000.0,100000.0,BuySell,11,,,Trades - Net Profit/Loss,11,,
12,2006-day-001,12,2006-01-17 23:59:59.999989,3639.57,3639.57,3606.54,3610.07,0.0,0.0,LongShortStrategy,12,732328.9999999999,Broker,12,100000.0,100000.0,BuySell,12,,,Trades - Net Profit/Loss,12,,
13,2006-day-001,13,2006-01-18 23:59:59.999989,3609.34,3609.34,3550.16,3570.17,0.0,0.0,LongShortStrategy,13,732329.9999999999,Broker,13,100000.0,100000.0,BuySell,13,,,Trades - Net Profit/Loss,13,,
14,2006-day-001,14,2006-01-19 23:59:59.999989,3572.19,3597.34,3572.19,3593.22,0.0,0.0,LongShortStrategy,14,732330.9999999999,Broker,14,100000.0,100000.0,BuySell,14,,,Trades - Net Profit/Loss,14,,
15,2006-day-001,15,2006-01-20 23:59:59.999989,3593.16,3612.37,3550.8,3550.8,0.0,0.0,LongShortStrategy,15,732331.9999999999,Broker,15,100000.0,100000.0,BuySell,15,,,Trades - Net Profit/Loss,15,,
16,2006-day-001,16,2006-01-23 23:59:59.999989,3550.24,3550.24,3515.07,3544.31,0.0,0.0,LongShortStrategy,16,732334.9999999999,Broker,16,100000.0,100000.0,BuySell,16,,,Trades - Net Profit/Loss,16,,
17,2006-day-001,17,2006-01-24 23:59:59.999989,3544.78,3553.16,3526.37,3532.68,0.0,0.0,LongShortStrategy,17,732335.9999999999,Broker,17,100000.0,100000.0,BuySell,17,,,Trades - Net Profit/Loss,17,,
18,2006-day-001,18,2006-01-25 23:59:59.999989,3532.72,3578.0,3532.72,3578.0,0.0,0.0,LongShortStrategy,18,732336.9999999999,Broker,18,100000.0,100000.0,BuySell,18,,,Trades - Net Profit/Loss,18,,
19,2006-day-001,19,2006-01-26 23:59:59.999989,3578.92,3641.42,3577.98,3641.42,0.0,0.0,LongShortStrategy,19,732337.9999999999,Broker,19,100000.0,100000.0,BuySell,19,,,Trades - Net Profit/Loss,19,,
20,2006-day-001,20,2006-01-27 23:59:59.999989,3643.35,3685.48,3643.35,3685.48,0.0,0.0,LongShortStrategy,20,732338.9999999999,Broker,20,98419.3,100419.3,BuySell,20,3588.6997499999998,,Trades - Net Profit/Loss,20,,
21,2006-day-001,21,2006-01-30 23:59:59.999989,3684.38,3685.65,3664.45,3677.52,0.0,0.0,LongShortStrategy,21,732341.9999999999,Broker,21,98339.7,100339.7,BuySell,21,,,Trades - Net Profit/Loss,21,,
22,2006-day-001,22,2006-01-31 23:59:59.999989,3676.71,3707.63,3671.67,3691.41,0.0,0.0,LongShortStrategy,22,732342.9999999999,Broker,22,98478.59999999999,100478.59999999999,BuySell,22,,,Trades - Net Profit/Loss,22,,
23,2006-day-001,23,2006-02-01 23:59:59.999989,3686.16,3728.8,3674.89,3728.25,0.0,0.0,LongShortStrategy,23,732343.9999999999,Broker,23,98847.0,100847.0,BuySell,23,,,Trades - Net Profit/Loss,23,,
24,2006-day-001,24,2006-02-02 23:59:59.999989,3728.92,3745.14,3677.05,3677.05,0.0,0.0,LongShortStrategy,24,732344.9999999999,Broker,24,98335.0,100335.0,BuySell,24,,,Trades - Net Profit/Loss,24,,
25,2006-day-001,25,2006-02-03 23:59:59.999989,3677.05,3696.0,3652.76,3678.48,0.0,0.0,LongShortStrategy,25,732345.9999999999,Broker,25,98349.3,100349.3,BuySell,25,,,Trades - Net Profit/Loss,25,,
26,2006-day-001,26,2006-02-06 23:59:59.999989,3678.87,3704.17,3672.53,3682.32,0.0,0.0,LongShortStrategy,26,732348.9999999999,Broker,26,98387.70000000001,100387.70000000001,BuySell,26,,,Trades - Net Profit/Loss,26,,
27,2006-day-001,27,2006-02-07 23:59:59.999989,3682.97,3698.63,3656.2,3680.8,0.0,0.0,LongShortStrategy,27,732349.9999999999,Broker,27,98372.50000000001,100372.50000000001,BuySell,27,,,Trades - Net Profit/Loss,27,,
28,2006-day-001,28,2006-02-08 23:59:59.999989,3680.05,3680.05,3637.93,3671.37,0.0,0.0,LongShortStrategy,28,732350.9999999999,Broker,28,98278.20000000001,100278.20000000001,BuySell,28,,,Trades - Net Profit/Loss,28,,
29,2006-day-001,29,2006-02-09 23:59:59.999989,3672.34,3726.81,3672.34,3726.81,0.0,0.0,LongShortStrategy,29,732351.9999999999,Broker,29,98832.6,100832.6,BuySell,29,,,Trades - Net Profit/Loss,29,,
30,2006-day-001,30,2006-02-10 23:59:59.999989,3725.18,3735.14,3692.63,3695.63,0.0,0.0,LongShortStrategy,30,732352.9999999999,Broker,30,98520.8,100520.8,BuySell,30,,,Trades - Net Profit/Loss,30,,
31,2006-day-001,31,2006-02-13 23:59:59.999989,3696.09,3727.46,3684.83,3727.46,0.0,0.0,LongShortStrategy,31,732355.9999999999,Broker,31,98839.1,100839.1,BuySell,31,,,Trades - Net Profit/Loss,31,,
32,2006-day-001,32,2006-02-14 23:59:59.999989,3728.16,3744.66,3707.25,3734.48,0.0,0.0,LongShortStrategy,32,732356.9999999999,Broker,32,98909.3,100909.3,BuySell,32,,,Trades - Net Profit/Loss,32,,
33,2006-day-001,33,2006-02-15 23:59:59.999989,3733.97,3749.36,3720.41,3729.79,0.0,0.0,LongShortStrategy,33,732357.9999999999,Broker,33,98862.40000000001,100862.40000000001,BuySell,33,,,Trades - Net Profit/Loss,33,,
34,2006-day-001,34,2006-02-16 23:59:59.999989,3730.82,3756.47,3730.82,3756.47,0.0,0.0,LongShortStrategy,34,732358.9999999999,Broker,34,99129.20000000001,101129.20000000001,BuySell,34,,,Trades - Net Profit/Loss,34,,
35,2006-day-001,35,2006-02-17 23:59:59.999989,3757.34,3777.16,3749.94,3767.7,0.0,0.0,LongShortStrategy,35,732359.9999999999,Broker,35,99241.50000000001,101241.50000000001,BuySell,35,,,Trades - Net Profit/Loss,35,,
36,2006-day-001,36,2006-02-20 23:59:59.999989,3767.11,3769.16,3749.88,3766.74,0.0,0.0,LongShortStrategy,36,732362.9999999999,Broker,36,99231.90000000001,101231.90000000001,BuySell,36,,,Trades - Net Profit/Loss,36,,
37,2006-day-001,37,2006-02-21 23:59:59.999989,3767.21,3800.78,3767.21,3779.51,0.0,0.0,LongShortStrategy,37,732363.9999999999,Broker,37,99359.6,101359.6,BuySell,37,,,Trades - Net Profit/Loss,37,,
38,2006-day-001,38,2006-02-22 23:59:59.999989,3778.02,3818.48,3771.06,3818.48,0.0,0.0,LongShortStrategy,38,732364.9999999999,Broker,38,99749.3,101749.3,BuySell,38,,,Trades - Net Profit/Loss,38,,
39,2006-day-001,39,2006-02-23 23:59:59.999989,3819.56,3831.16,3796.21,3813.29,0.0,0.0,LongShortStrategy,39,732365.9999999999,Broker,39,99697.40000000001,101697.40000000001,BuySell,39,,,Trades - Net Profit/Loss,39,,
40,2006-day-001,40,2006-02-24 23:59:59.999989,3812.76,3826.0,3805.55,3826.0,0.0,0.0,LongShortStrategy,40,732366.9999999999,Broker,40,99824.50000000001,101824.50000000001,BuySell,40,,,Trades - Net Profit/Loss,40,,
41,2006-day-001,41,2006-02-27 23:59:59.999989,3828.99,3840.56,3819.65,3840.56,0.0,0.0,LongShortStrategy,41,732369.9999999999,Broker,41,99970.10000000002,101970.10000000002,BuySell,41,,,Trades - Net Profit/Loss,41,,
42,2006-day-001,42,2006-02-28 23:59:59.999989,3840.31,3840.31,3769.25,3774.51,0.0,0.0,LongShortStrategy,42,732370.9999999999,Broker,42,99309.60000000002,101309.60000000002,BuySell,42,,,Trades - Net Profit/Loss,42,,
43,2006-day-001,43,2006-03-01 23:59:59.999989,3775.23,3806.34,3772.49,3806.03,0.0,0.0,LongShortStrategy,43,732371.9999999999,Broker,43,99624.80000000002,101624.80000000002,BuySell,43,,,Trades - Net Profit/Loss,43,,
44,2006-day-001,44,2006-03-02 23:59:59.999989,3807.3,3820.55,3745.46,3763.73,0.0,0.0,LongShortStrategy,44,732372.9999999999,Broker,44,99201.80000000002,101201.80000000002,BuySell,44,,,Trades - Net Profit/Loss,44,,
45,2006-day-001,45,2006-03-03 23:59:59.999989,3763.95,3774.03,3715.35,3733.95,0.0,0.0,LongShortStrategy,45,732373.9999999999,Broker,45,99500.00000000001,101500.00000000001,BuySell,45,,3830.64045,Trades - Net Profit/Loss,45,1201.999999999999,
46,2006-day-001,46,2006-03-06 23:59:59.999989,3737.58,3766.47,3737.58,3754.07,0.0,0.0,LongShortStrategy,46,732376.9999999999,Broker,46,99298.80000000002,101298.80000000002,BuySell,46,,,Trades - Net Profit/Loss,46,,
47,2006-day-001,47,2006-03-07 23:59:59.999989,3751.3,3751.3,3719.92,3745.2,0.0,0.0,LongShortStrategy,47,732377.9999999999,Broker,47,99387.50000000001,101387.50000000001,BuySell,47,,,Trades - Net Profit/Loss,47,,
48,2006-day-001,48,2006-03-08 23:59:59.999989,3745.1,3757.16,3702.04,3727.96,0.0,0.0,LongShortStrategy,48,732378.9999999999,Broker,48,99559.90000000001,101559.90000000001,BuySell,48,,,Trades - Net Profit/Loss,48,,
49,2006-day-001,49,2006-03-09 23:59:59.999989,3736.61,3765.56,3736.61,3757.59,0.0,0.0,LongShortStrategy,49,732379.9999999999,Broker,49,99263.6,101263.6,BuySell,49,,,Trades - Net Profit/Loss,49,,
50,2006-day-001,50,2006-03-10 23:59:59.999989,3754.13,3798.46,3741.51,3798.46,0.0,0.0,LongShortStrategy,50,732380.9999999999,Broker,50,98854.90000000001,100854.90000000001,BuySell,50,,,Trades - Net Profit/Loss,50,,
51,2006-day-001,51,2006-03-13 23:59:59.999989,3801.03,3827.45,3801.03,3824.97,0.0,0.0,LongShortStrategy,51,732383.9999999999,Broker,51,99064.6,101064.6,BuySell,51,3744.0145500000003,,Trades - Net Profit/Loss,51,,-374.8000000000038
52,2006-day-001,52,2006-03-14 23:59:59.999989,3823.18,3833.48,3808.96,3833.48,0.0,0.0,LongShortStrategy,52,732384.9999999999,Broker,52,99149.70000000001,101149.70000000001,BuySell,52,,,Trades - Net Profit/Loss,52,,
53,2006-day-001,53,2006-03-15 23:59:59.999989,3834.11,3853.33,3834.11,3842.16,0.0,0.0,LongShortStrategy,53,732385.9999999999,Broker,53,99236.50000000001,101236.50000000001,BuySell,53,,,Trades - Net Profit/Loss,53,,
54,2006-day-001,54,2006-03-16 23:59:59.999989,3844.15,3847.88,3822.56,3839.71,0.0,0.0,LongShortStrategy,54,732386.9999999999,Broker,54,99212.00000000001,101212.00000000001,BuySell,54,,,Trades - Net Profit/Loss,54,,
55,2006-day-001,55,2006-03-17 23:59:59.999989,3840.2,3874.64,3820.5,3832.43,0.0,0.0,LongShortStrategy,55,732387.9999999999,Broker,55,99139.20000000001,101139.20000000001,BuySell,55,,,Trades - Net Profit/Loss,55,,
56,2006-day-001,56,2006-03-20 23:59:59.999989,3833.25,3863.95,3833.11,3842.03,0.0,0.0,LongShortStrategy,56,732390.9999999999,Broker,56,99235.20000000001,101235.20000000001,BuySell,56,,,Trades - Net Profit/Loss,56,,
57,2006-day-001,57,2006-03-21 23:59:59.999989,3842.49,3848.17,3811.02,3848.17,0.0,0.0,LongShortStrategy,57,732391.9999999999,Broker,57,99296.6,101296.6,BuySell,57,,,Trades - Net Profit/Loss,57,,
58,2006-day-001,58,2006-03-22 23:59:59.999989,3840.27,3872.62,3827.4,3868.48,0.0,0.0,LongShortStrategy,58,732392.9999999999,Broker,58,99499.70000000001,101499.70000000001,BuySell,58,,,Trades - Net Profit/Loss,58,,
59,2006-day-001,59,2006-03-23 23:59:59.999989,3869.22,3878.49,3850.46,3860.13,0.0,0.0,LongShortStrategy,59,732393.9999999999,Broker,59,99416.20000000001,101416.20000000001,BuySell,59,,,Trades - Net Profit/Loss,59,,
60,2006-day-001,60,2006-03-24 23:59:59.999989,3859.58,3875.01,3853.43,3870.89,0.0,0.0,LongShortStrategy,60,732394.9999999999,Broker,60,99523.8,101523.8,BuySell,60,,,Trades - Net Profit/Loss,60,,
61,2006-day-001,61,2006-03-27 23:59:59.999989,3872.28,3872.28,3826.49,3828.53,0.0,0.0,LongShortStrategy,61,732397.9999999999,Broker,61,99100.20000000001,101100.20000000001,BuySell,61,,,Trades - Net Profit/Loss,61,,
62,2006-day-001,62,2006-03-28 23:59:59.999989,3829.82,3846.52,3799.04,3811.45,0.0,0.0,LongShortStrategy,62,732398.9999999999,Broker,62,98929.40000000001,100929.40000000001,BuySell,62,,,Trades - Net Profit/Loss,62,,
63,2006-day-001,63,2006-03-29 23:59:59.999989,3811.85,3830.7,3799.12,3826.3,0.0,0.0,LongShortStrategy,63,732399.9999999999,Broker,63,98784.90000000001,100784.90000000001,BuySell,63,,3888.1604999999995,Trades - Net Profit/Loss,63,104.19999999999709,
64,2006-day-001,64,2006-03-30 23:59:59.999989,3835.21,3881.69,3835.21,3874.61,0.0,0.0,LongShortStrategy,64,732400.9999999999,Broker,64,98301.8,100301.8,BuySell,64,,,Trades - Net Profit/Loss,64,,
65,2006-day-001,65,2006-03-31 23:59:59.999989,3872.37,3872.37,3840.64,3853.74,0.0,0.0,LongShortStrategy,65,732401.9999999999,Broker,65,98133.90000000001,100133.90000000001,BuySell,65,3783.0303999999996,,Trades - Net Profit/Loss,65,,-609.1999999999998
66,2006-day-001,66,2006-04-03 23:59:59.999989,3859.99,3881.11,3857.23,3878.64,0.0,0.0,LongShortStrategy,66,732404.9999999999,Broker,66,98382.90000000001,100382.90000000001,BuySell,66,,,Trades - Net Profit/Loss,66,,
67,2006-day-001,67,2006-04-04 23:59:59.999989,3875.08,3875.08,3843.18,3850.11,0.0,0.0,LongShortStrategy,67,732405.9999999999,Broker,67,98097.6,100097.6,BuySell,67,,,Trades - Net Profit/Loss,67,,
68,2006-day-001,68,2006-04-05 23:59:59.999989,3853.28,3865.82,3835.35,3863.92,0.0,0.0,LongShortStrategy,68,732406.9999999999,Broker,68,98235.70000000001,100235.70000000001,BuySell,68,,,Trades - Net Profit/Loss,68,,
69,2006-day-001,69,2006-04-06 23:59:59.999989,3866.01,3879.7,3848.73,3861.29,0.0,0.0,LongShortStrategy,69,732407.9999999999,Broker,69,98209.40000000001,100209.40000000001,BuySell,69,,,Trades - Net Profit/Loss,69,,
70,2006-day-001,70,2006-04-07 23:59:59.999989,3860.03,3874.59,3822.26,3823.11,0.0,0.0,LongShortStrategy,70,732408.9999999999,Broker,70,97827.6,99827.6,BuySell,70,,,Trades - Net Profit/Loss,70,,
71,2006-day-001,71,2006-04-10 23:59:59.999989,3822.35,3843.52,3813.8,3843.52,0.0,0.0,LongShortStrategy,71,732411.9999999999,Broker,71,97604.3,99604.3,BuySell,71,,3901.1728,Trades - Net Profit/Loss,71,,-504.1999999999998
72,2006-day-001,72,2006-04-11 23:59:59.999989,3840.89,3843.62,3781.99,3788.81,0.0,0.0,LongShortStrategy,72,732412.9999999999,Broker,72,98151.40000000001,100151.40000000001,BuySell,72,,,Trades - Net Profit/Loss,72,,
73,2006-day-001,73,2006-04-12 23:59:59.999989,3786.93,3791.15,3753.47,3776.94,0.0,0.0,LongShortStrategy,73,732413.9999999999,Broker,73,98270.1,100270.1,BuySell,73,,,Trades - Net Profit/Loss,73,,
74,2006-day-001,74,2006-04-13 23:59:59.999989,3777.24,3787.52,3755.69,3779.94,0.0,0.0,LongShortStrategy,74,732414.9999999999,Broker,74,98240.1,100240.1,BuySell,74,,,Trades - Net Profit/Loss,74,,
75,2006-day-001,75,2006-04-18 23:59:59.999989,3779.23,3779.23,3749.71,3770.79,0.0,0.0,LongShortStrategy,75,732419.9999999999,Broker,75,98331.6,100331.6,BuySell,75,,,Trades - Net Profit/Loss,75,,
76,2006-day-001,76,2006-04-19 23:59:59.999989,3778.46,3825.18,3778.46,3820.96,0.0,0.0,LongShortStrategy,76,732420.9999999999,Broker,76,97829.90000000001,99829.90000000001,BuySell,76,,,Trades - Net Profit/Loss,76,,
77,2006-day-001,77,2006-04-20 23:59:59.999989,3820.93,3878.29,3820.93,3860.0,0.0,0.0,LongShortStrategy,77,732421.9999999999,Broker,77,97439.50000000001,99439.50000000001,BuySell,77,,,Trades - Net Profit/Loss,77,,
78,2006-day-001,78,2006-04-21 23:59:59.999989,3863.57,3892.35,3863.57,3888.46,0.0,0.0,LongShortStrategy,78,732422.9999999999,Broker,78,97648.70000000001,99648.70000000001,BuySell,78,3805.61645,,Trades - Net Profit/Loss,78,,-416.20000000000255
79,2006-day-001,79,2006-04-24 23:59:59.999989,3884.57,3884.57,3858.67,3862.27,0.0,0.0,LongShortStrategy,79,732425.9999999999,Broker,79,97386.80000000002,99386.80000000002,BuySell,79,,,Trades - Net Profit/Loss,79,,
80,2006-day-001,80,2006-04-25 23:59:59.999989,3864.64,3888.65,3860.61,3871.09,0.0,0.0,LongShortStrategy,80,732426.9999999999,Broker,80,97475.00000000001,99475.00000000001,BuySell,80,,,Trades - Net Profit/Loss,80,,
81,2006-day-001,81,2006-04-26 23:59:59.999989,3873.67,3892.16,3873.06,3887.0,0.0,0.0,LongShortStrategy,81,732427.9999999999,Broker,81,97634.1,99634.1,BuySell,81,,,Trades - Net Profit/Loss,81,,
82,2006-day-001,82,2006-04-27 23:59:59.999989,3889.43,3889.43,3832.1,3865.42,0.0,0.0,LongShortStrategy,82,732428.9999999999,Broker,82,97418.3,99418.3,BuySell,82,,,Trades - Net Profit/Loss,82,,
83,2006-day-001,83,2006-04-28 23:59:59.999989,3865.91,3865.91,3833.74,3839.9,0.0,0.0,LongShortStrategy,83,732429.9999999999,Broker,83,97163.1,99163.1,BuySell,83,,,Trades - Net Profit/Loss,83,,
84,2006-day-001,84,2006-05-02 23:59:59.999989,3839.24,3864.19,3830.96,3862.24,0.0,0.0,LongShortStrategy,84,732433.9999999999,Broker,84,97386.5,99386.5,BuySell,84,,,Trades - Net Profit/Loss,84,,
85,2006-day-001,85,2006-05-03 23:59:59.999989,3865.29,3879.31,3817.6,3821.97,0.0,0.0,LongShortStrategy,85,732434.9999999999,Broker,85,96983.8,98983.8,BuySell,85,,,Trades - Net Profit/Loss,85,,
86,2006-day-001,86,2006-05-04 23:59:59.999989,3822.57,3843.66,3806.35,3843.08,0.0,0.0,LongShortStrategy,86,732435.9999999999,Broker,86,96780.70000000001,98780.70000000001,BuySell,86,,3901.3148999999994,Trades - Net Profit/Loss,86,,-414.0
87,2006-day-001,87,2006-05-05 23:59:59.999989,3845.32,3874.32,3836.65,3874.32,0.0,0.0,LongShortStrategy,87,732436.9999999999,Broker,87,97044.3,99044.3,BuySell,87,3779.10025,,Trades - Net Profit/Loss,87,,-231.5
88,2006-day-001,88,2006-05-08 23:59:59.999989,3877.74,3897.4,3872.67,3877.53,0.0,0.0,LongShortStrategy,88,732439.9999999999,Broker,88,97076.40000000001,99076.40000000001,BuySell,88,,,Trades - Net Profit/Loss,88,,
89,2006-day-001,89,2006-05-09 23:59:59.999989,3879.59,3890.94,3866.35,3890.94,0.0,0.0,LongShortStrategy,89,732440.9999999999,Broker,89,97210.5,99210.5,BuySell,89,,,Trades - Net Profit/Loss,89,,
90,2006-day-001,90,2006-05-10 23:59:59.999989,3883.38,3889.78,3863.56,3863.56,0.0,0.0,LongShortStrategy,90,732441.9999999999,Broker,90,96936.7,98936.7,BuySell,90,,,Trades - Net Profit/Loss,90,,
91,2006-day-001,91,2006-05-11 23:59:59.999989,3864.02,3894.6,3836.67,3837.86,0.0,0.0,LongShortStrategy,91,732442.9999999999,Broker,91,96679.7,98679.7,BuySell,91,,,Trades - Net Profit/Loss,91,,
92,2006-day-001,92,2006-05-12 23:59:59.999989,3829.82,3829.82,3750.44,3750.44,0.0,0.0,LongShortStrategy,92,732443.9999999999,Broker,92,97389.1,99389.1,BuySell,92,,3887.2673,Trades - Net Profit/Loss,92,,-159.0
93,2006-day-001,93,2006-05-15 23:59:59.999989,3746.4,3746.4,3680.95,3711.16,0.0,0.0,LongShortStrategy,93,732446.9999999999,Broker,93,97781.90000000001,99781.90000000001,BuySell,93,,,Trades - Net Profit/Loss,93,,
94,2006-day-001,94,2006-05-16 23:59:59.999989,3711.46,3750.12,3692.35,3730.36,0.0,0.0,LongShortStrategy,94,732447.9999999999,Broker,94,97589.90000000001,99589.90000000001,BuySell,94,,,Trades - Net Profit/Loss,94,,
95,2006-day-001,95,2006-05-17 23:59:59.999989,3734.32,3750.42,3605.19,3605.37,0.0,0.0,LongShortStrategy,95,732448.9999999999,Broker,95,98839.80000000002,100839.80000000002,BuySell,95,,,Trades - Net Profit/Loss,95,,
96,2006-day-001,96,2006-05-18 23:59:59.999989,3607.41,3649.54,3558.27,3606.33,0.0,0.0,LongShortStrategy,96,732449.9999999999,Broker,96,98830.20000000001,100830.20000000001,BuySell,96,,,Trades - Net Profit/Loss,96,,
97,2006-day-001,97,2006-05-19 23:59:59.999989,3608.26,3638.38,3601.68,3625.33,0.0,0.0,LongShortStrategy,97,732450.9999999999,Broker,97,98640.20000000001,100640.20000000001,BuySell,97,,,Trades - Net Profit/Loss,97,,
98,2006-day-001,98,2006-05-22 23:59:59.999989,3622.35,3622.35,3527.05,3539.77,0.0,0.0,LongShortStrategy,98,732453.9999999999,Broker,98,99495.80000000002,101495.80000000002,BuySell,98,,,Trades - Net Profit/Loss,98,,
99,2006-day-001,99,2006-05-23 23:59:59.999989,3541.56,3637.39,3541.56,3620.28,0.0,0.0,LongShortStrategy,99,732454.9999999999,Broker,99,98690.70000000001,100690.70000000001,BuySell,99,,,Trades - Net Profit/Loss,99,,
100,2006-day-001,100,2006-05-24 23:59:59.999989,3617.11,3617.11,3542.93,3574.86,0.0,0.0,LongShortStrategy,100,732455.9999999999,Broker,100,99144.90000000001,101144.90000000001,BuySell,100,,,Trades - Net Profit/Loss,100,,
101,2006-day-001,101,2006-05-25 23:59:59.999989,3579.36,3635.0,3555.18,3635.0,0.0,0.0,LongShortStrategy,101,732456.9999999999,Broker,101,98543.50000000001,100543.50000000001,BuySell,101,,,Trades - Net Profit/Loss,101,,
102,2006-day-001,102,2006-05-26 23:59:59.999989,3647.15,3699.8,3646.42,3699.8,0.0,0.0,LongShortStrategy,102,732457.9999999999,Broker,102,97895.50000000001,99895.50000000001,BuySell,102,,,Trades - Net Profit/Loss,102,,
103,2006-day-001,103,2006-05-29 23:59:59.999989,3696.48,3696.48,3677.02,3679.57,0.0,0.0,LongShortStrategy,103,732460.9999999999,Broker,103,98097.80000000002,100097.80000000002,BuySell,103,,,Trades - Net Profit/Loss,103,,
104,2006-day-001,104,2006-05-30 23:59:59.999989,3677.67,3683.3,3581.65,3590.91,0.0,0.0,LongShortStrategy,104,732461.9999999999,Broker,104,98984.40000000002,100984.40000000002,BuySell,104,,,Trades - Net Profit/Loss,104,,
105,2006-day-001,105,2006-05-31 23:59:59.999989,3581.8,3641.83,3542.41,3637.17,0.0,0.0,LongShortStrategy,105,732462.9999999999,Broker,105,98521.80000000002,100521.80000000002,BuySell,105,,,Trades - Net Profit/Loss,105,,
106,2006-day-001,106,2006-06-01 23:59:59.999989,3634.82,3652.84,3595.27,3648.33,0.0,0.0,LongShortStrategy,106,732463.9999999999,Broker,106,98410.20000000001,100410.20000000001,BuySell,106,,,Trades - Net Profit/Loss,106,,
107,2006-day-001,107,2006-06-02 23:59:59.999989,3656.43,3688.89,3622.96,3636.89,0.0,0.0,LongShortStrategy,107,732464.9999999999,Broker,107,98129.80000000002,100129.80000000002,BuySell,107,3568.6156,,Trades - Net Profit/Loss,107,1729.9000000000033,
108,2006-day-001,108,2006-06-05 23:59:59.999989,3636.83,3638.59,3592.71,3604.33,0.0,0.0,LongShortStrategy,108,732467.9999999999,Broker,108,97804.20000000001,99804.20000000001,BuySell,108,,,Trades - Net Profit/Loss,108,,
109,2006-day-001,109,2006-06-06 23:59:59.999989,3598.58,3598.58,3519.86,3529.1,0.0,0.0,LongShortStrategy,109,732468.9999999999,Broker,109,98437.50000000001,100437.50000000001,BuySell,109,,3652.5586999999996,Trades - Net Profit/Loss,109,,-582.4999999999991
110,2006-day-001,110,2006-06-07 23:59:59.999989,3536.39,3575.67,3512.25,3562.36,0.0,0.0,LongShortStrategy,110,732469.9999999999,Broker,110,98104.90000000001,100104.90000000001,BuySell,110,,,Trades - Net Profit/Loss,110,,
111,2006-day-001,111,2006-06-08 23:59:59.999989,3556.87,3556.87,3462.37,3462.37,0.0,0.0,LongShortStrategy,111,732470.9999999999,Broker,111,99104.80000000002,101104.80000000002,BuySell,111,,,Trades - Net Profit/Loss,111,,
112,2006-day-001,112,2006-06-09 23:59:59.999989,3470.27,3531.7,3470.27,3520.99,0.0,0.0,LongShortStrategy,112,732471.9999999999,Broker,112,98518.60000000002,100518.60000000002,BuySell,112,,,Trades - Net Profit/Loss,112,,
113,2006-day-001,113,2006-06-12 23:59:59.999989,3519.43,3528.27,3477.06,3480.76,0.0,0.0,LongShortStrategy,113,732474.9999999999,Broker,113,98920.90000000002,100920.90000000002,BuySell,113,,,Trades - Net Profit/Loss,113,,
