===============================================================================
Id,2006-day-001,len,datetime,open,high,low,close,volume,openinterest,LongShortStrategy,len,datetime,CrossOver,len,crossover,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
26,2006-day-001,26,2006-02-06 23:59:59.999989,3678.87,3704.17,3672.53,3682.32,0.0,0.0,LongShortStrategy,26,732348.9999999999,CrossOver,26,0.0,Broker,26,98387.70000000001,100387.70000000001,BuySell,26,,,Trades - Net Profit/Loss,26,,
27,2006-day-001,27,2006-02-07 23:59:59.999989,3682.97,3698.63,3656.2,3680.8,0.0,0.0,LongShortStrategy,27,732349.9999999999,CrossOver,27,0.0,Broker,27,98372.50000000001,100372.50000000001,BuySell,27,,,Trades - Net Profit/Loss,27,,
28,2006-day-001,28,2006-02-08 23:59:59.999989,3680.05,3680.05,3637.93,3671.37,0.0,0.0,LongShortStrategy,28,732350.9999999999,CrossOver,28,0.0,Broker,28,98278.20000000001,100278.20000000001,BuySell,28,,,Trades - Net Profit/Loss,28,,
29,2006-day-001,29,2006-02-09 23:59:59.999989,3672.34,3726.81,3672.34,3726.81,0.0,0.0,LongShortStrategy,29,732351.9999999999,CrossOver,29,0.0,Broker,29,98832.6,100832.6,BuySell,29,,,Trades - Net Profit/Loss,29,,
30,2006-day-001,30,2006-02-10 23:59:59.999989,3725.18,3735.14,3692.63,3695.63,0.0,0.0,LongShortStrategy,30,732352.9999999999,CrossOver,30,0.0,Broker,30,98520.8,100520.8,BuySell,30,,,Trades - Net Profit/Loss,30,,
31,2006-day-001,31,2006-02-13 23:59:59.999989,3696.09,3727.46,3684.83,3727.46,0.0,0.0,LongShortStrategy,31,732355.9999999999,CrossOver,31,0.0,Broker,31,98839.1,100839.1,BuySell,31,,,Trades - Net Profit/Loss,31,,
32,2006-day-001,32,2006-02-14 23:59:59.999989,3728.16,3744.66,3707.25,3734.48,0.0,0.0,LongShortStrategy,32,732356.9999999999,CrossOver,32,0.0,Broker,32,98909.3,100909.3,BuySell,32,,,Trades - Net Profit/Loss,32,,
33,2006-day-001,33,2006-02-15 23:59:59.999989,3733.97,3749.36,3720.41,3729.79,0.0,0.0,LongShortStrategy,33,732357.9999999999,CrossOver,33,0.0,Broker,33,98862.40000000001,100862.40000000001,BuySell,33,,,Trades - Net Profit/Loss,33,,
34,2006-day-001,34,2006-02-16 23:59:59.999989,3730.82,3756.47,3730.82,3756.47,0.0,0.0,LongShortStrategy,34,732358.9999999999,CrossOver,34,0.0,Broker,34,99129.20000000001,101129.20000000001,BuySell,34,,,Trades - Net Profit/Loss,34,,
35,2006-day-001,35,2006-02-17 23:59:59.999989,3757.34,3777.16,3749.94,3767.7,0.0,0.0,LongShortStrategy,35,732359.9999999999,CrossOver,35,0.0,Broker,35,99241.50000000001,101241.50000000001,BuySell,35,,,Trades - Net Profit/Loss,35,,
36,2006-day-001,36,2006-02-20 23:59:59.999989,3767.11,3769.16,3749.88,3766.74,0.0,0.0,LongShortStrategy,36,732362.9999999999,CrossOver,36,0.0,Broker,36,99231.90000000001,101231.90000000001,BuySell,36,,,Trades - Net Profit/Loss,36,,
37,2006-day-001,37,2006-02-21 23:59:59.999989,3767.21,3800.78,3767.21,3779.51,0.0,0.0,LongShortStrategy,37,732363.9999999999,CrossOver,37,0.0,Broker,37,99359.6,101359.6,BuySell,37,,,Trades - Net Profit/Loss,37,,
38,2006-day-001,38,2006-02-22 23:59:59.999989,3778.02,3818.48,3771.06,3818.48,0.0,0.0,LongShortStrategy,38,732364.9999999999,CrossOver,38,0.0,Broker,38,99749.3,101749.3,BuySell,38,,,Trades - Net Profit/Loss,38,,
39,2006-day-001,39,2006-02-23 23:59:59.999989,3819.56,3831.16,3796.21,3813.29,0.0,0.0,LongShortStrategy,39,732365.9999999999,CrossOver,39,0.0,Broker,39,99697.40000000001,101697.40000000001,BuySell,39,,,Trades - Net Profit/Loss,39,,
40,2006-day-001,40,2006-02-24 23:59:59.999989,3812.76,3826.0,3805.55,3826.0,0.0,0.0,LongShortStrategy,40,732366.9999999999,CrossOver,40,0.0,Broker,40,99824.50000000001,101824.50000000001,BuySell,40,,,Trades - Net Profit/Loss,40,,
41,2006-day-001,41,2006-02-27 23:59:59.999989,3828.99,3840.56,3819.65,3840.56,0.0,0.0,LongShortStrategy,41,732369.9999999999,CrossOver,41,0.0,Broker,41,99970.10000000002,101970.10000000002,BuySell,41,,,Trades - Net Profit/Loss,41,,
42,2006-day-001,42,2006-02-28 23:59:59.999989,3840.31,3840.31,3769.25,3774.51,0.0,0.0,LongShortStrategy,42,732370.9999999999,CrossOver,42,0.0,Broker,42,99309.60000000002,101309.60000000002,BuySell,42,,,Trades - Net Profit/Loss,42,,
43,2006-day-001,43,2006-03-01 23:59:59.999989,3775.23,3806.34,3772.49,3806.03,0.0,0.0,LongShortStrategy,43,732371.9999999999,CrossOver,43,0.0,Broker,43,99624.80000000002,101624.80000000002,BuySell,43,,,Trades - Net Profit/Loss,43,,
44,2006-day-001,44,2006-03-02 23:59:59.999989,3807.3,3820.55,3745.46,3763.73,0.0,0.0,LongShortStrategy,44,732372.9999999999,CrossOver,44,-1.0,Broker,44,99201.80000000002,101201.80000000002,BuySell,44,,,Trades - Net Profit/Loss,44,,
45,2006-day-001,45,2006-03-03 23:59:59.999989,3763.95,3774.03,3715.35,3733.95,0.0,0.0,LongShortStrategy,45,732373.9999999999,CrossOver,45,0.0,Broker,45,101202.00000000001,101202.00000000001,BuySell,45,,3830.64045,Trades - Net Profit/Loss,45,1201.999999999999,
46,2006-day-001,46,2006-03-06 23:59:59.999989,3737.58,3766.47,3737.58,3754.07,0.0,0.0,LongShortStrategy,46,732376.9999999999,CrossOver,46,0.0,Broker,46,101202.00000000001,101202.00000000001,BuySell,46,,,Trades - Net Profit/Loss,46,,
47,2006-day-001,47,2006-03-07 23:59:59.999989,3751.3,3751.3,3719.92,3745.2,0.0,0.0,LongShortStrategy,47,732377.9999999999,CrossOver,47,0.0,Broker,47,101202.00000000001,101202.00000000001,BuySell,47,,,Trades - Net Profit/Loss,47,,
48,2006-day-001,48,2006-03-08 23:59:59.999989,3745.1,3757.16,3702.04,3727.96,0.0,0.0,LongShortStrategy,48,732378.9999999999,CrossOver,48,0.0,Broker,48,101202.00000000001,101202.00000000001,BuySell,48,,,Trades - Net Profit/Loss,48,,
49,2006-day-001,49,2006-03-09 23:59:59.999989,3736.61,3765.56,3736.61,3757.59,0.0,0.0,LongShortStrategy,49,732379.9999999999,CrossOver,49,0.0,Broker,49,101202.00000000001,101202.00000000001,BuySell,49,,,Trades - Net Profit/Loss,49,,
50,2006-day-001,50,2006-03-10 23:59:59.999989,3754.13,3798.46,3741.51,3798.46,0.0,0.0,LongShortStrategy,50,732380.9999999999,CrossOver,50,1.0,Broker,50,101202.00000000001,101202.00000000001,BuySell,50,,,Trades - Net Profit/Loss,50,,
51,2006-day-001,51,2006-03-13 23:59:59.999989,3801.03,3827.45,3801.03,3824.97,0.0,0.0,LongShortStrategy,51,732383.9999999999,CrossOver,51,0.0,Broker,51,99439.40000000001,101439.40000000001,BuySell,51,3744.0145500000003,,Trades - Net Profit/Loss,51,,
52,2006-day-001,52,2006-03-14 23:59:59.999989,3823.18,3833.48,3808.96,3833.48,0.0,0.0,LongShortStrategy,52,732384.9999999999,CrossOver,52,0.0,Broker,52,99524.50000000001,101524.50000000001,BuySell,52,,,Trades - Net Profit/Loss,52,,
53,2006-day-001,53,2006-03-15 23:59:59.999989,3834.11,3853.33,3834.11,3842.16,0.0,0.0,LongShortStrategy,53,732385.9999999999,CrossOver,53,0.0,Broker,53,99611.30000000002,101611.30000000002,BuySell,53,,,Trades - Net Profit/Loss,53,,
54,2006-day-001,54,2006-03-16 23:59:59.999989,3844.15,3847.88,3822.56,3839.71,0.0,0.0,LongShortStrategy,54,732386.9999999999,CrossOver,54,0.0,Broker,54,99586.80000000002,101586.80000000002,BuySell,54,,,Trades - Net Profit/Loss,54,,
55,2006-day-001,55,2006-03-17 23:59:59.999989,3840.2,3874.64,3820.5,3832.43,0.0,0.0,LongShortStrategy,55,732387.9999999999,CrossOver,55,0.0,Broker,55,99514.00000000001,101514.00000000001,BuySell,55,,,Trades - Net Profit/Loss,55,,
56,2006-day-001,56,2006-03-20 23:59:59.999989,3833.25,3863.95,3833.11,3842.03,0.0,0.0,LongShortStrategy,56,732390.9999999999,CrossOver,56,0.0,Broker,56,99610.00000000001,101610.00000000001,BuySell,56,,,Trades - Net Profit/Loss,56,,
57,2006-day-001,57,2006-03-21 23:59:59.999989,3842.49,3848.17,3811.02,3848.17,0.0,0.0,LongShortStrategy,57,732391.9999999999,CrossOver,57,0.0,Broker,57,99671.40000000001,101671.40000000001,BuySell,57,,,Trades - Net Profit/Loss,57,,
58,2006-day-001,58,2006-03-22 23:59:59.999989,3840.27,3872.62,3827.4,3868.48,0.0,0.0,LongShortStrategy,58,732392.9999999999,CrossOver,58,0.0,Broker,58,99874.50000000001,101874.50000000001,BuySell,58,,,Trades - Net Profit/Loss,58,,
59,2006-day-001,59,2006-03-23 23:59:59.999989,3869.22,3878.49,3850.46,3860.13,0.0,0.0,LongShortStrategy,59,732393.9999999999,CrossOver,59,0.0,Broker,59,99791.00000000001,101791.00000000001,BuySell,59,,,Trades - Net Profit/Loss,59,,
60,2006-day-001,60,2006-03-24 23:59:59.999989,3859.58,3875.01,3853.43,3870.89,0.0,0.0,LongShortStrategy,60,732394.9999999999,CrossOver,60,0.0,Broker,60,99898.6,101898.6,BuySell,60,,,Trades - Net Profit/Loss,60,,
61,2006-day-001,61,2006-03-27 23:59:59.999989,3872.28,3872.28,3826.49,3828.53,0.0,0.0,LongShortStrategy,61,732397.9999999999,CrossOver,61,0.0,Broker,61,99475.00000000001,101475.00000000001,BuySell,61,,,Trades - Net Profit/Loss,61,,
62,2006-day-001,62,2006-03-28 23:59:59.999989,3829.82,3846.52,3799.04,3811.45,0.0,0.0,LongShortStrategy,62,732398.9999999999,CrossOver,62,-1.0,Broker,62,99304.20000000001,101304.20000000001,BuySell,62,,,Trades - Net Profit/Loss,62,,
63,2006-day-001,63,2006-03-29 23:59:59.999989,3811.85,3830.7,3799.12,3826.3,0.0,0.0,LongShortStrategy,63,732399.9999999999,CrossOver,63,0.0,Broker,63,101306.20000000001,101306.20000000001,BuySell,63,,3888.1604999999995,Trades - Net Profit/Loss,63,104.19999999999709,
64,2006-day-001,64,2006-03-30 23:59:59.999989,3835.21,3881.69,3835.21,3874.61,0.0,0.0,LongShortStrategy,64,732400.9999999999,CrossOver,64,1.0,Broker,64,101306.20000000001,101306.20000000001,BuySell,64,,,Trades - Net Profit/Loss,64,,
65,2006-day-001,65,2006-03-31 23:59:59.999989,3872.37,3872.37,3840.64,3853.74,0.0,0.0,LongShortStrategy,65,732401.9999999999,CrossOver,65,0.0,Broker,65,99117.90000000001,101117.90000000001,BuySell,65,3783.0303999999996,,Trades - Net Profit/Loss,65,,
66,2006-day-001,66,2006-04-03 23:59:59.999989,3859.99,3881.11,3857.23,3878.64,0.0,0.0,LongShortStrategy,66,732404.9999999999,CrossOver,66,0.0,Broker,66,99366.90000000001,101366.90000000001,BuySell,66,,,Trades - Net Profit/Loss,66,,
67,2006-day-001,67,2006-04-04 23:59:59.999989,3875.08,3875.08,3843.18,3850.11,0.0,0.0,LongShortStrategy,67,732405.9999999999,CrossOver,67,0.0,Broker,67,99081.6,101081.6,BuySell,67,,,Trades - Net Profit/Loss,67,,
68,2006-day-001,68,2006-04-05 23:59:59.999989,3853.28,3865.82,3835.35,3863.92,0.0,0.0,LongShortStrategy,68,732406.9999999999,CrossOver,68,0.0,Broker,68,99219.70000000001,101219.70000000001,BuySell,68,,,Trades - Net Profit/Loss,68,,
69,2006-day-001,69,2006-04-06 23:59:59.999989,3866.01,3879.7,3848.73,3861.29,0.0,0.0,LongShortStrategy,69,732407.9999999999,CrossOver,69,0.0,Broker,69,99193.40000000001,101193.40000000001,BuySell,69,,,Trades - Net Profit/Loss,69,,
70,2006-day-001,70,2006-04-07 23:59:59.999989,3860.03,3874.59,3822.26,3823.11,0.0,0.0,LongShortStrategy,70,732408.9999999999,CrossOver,70,-1.0,Broker,70,98811.6,100811.6,BuySell,70,,,Trades - Net Profit/Loss,70,,
71,2006-day-001,71,2006-04-10 23:59:59.999989,3822.35,3843.52,3813.8,3843.52,0.0,0.0,LongShortStrategy,71,732411.9999999999,CrossOver,71,0.0,Broker,71,100802.0,100802.0,BuySell,71,,3901.1728,Trades - Net Profit/Loss,71,,-504.1999999999998
72,2006-day-001,72,2006-04-11 23:59:59.999989,3840.89,3843.62,3781.99,3788.81,0.0,0.0,LongShortStrategy,72,732412.9999999999,CrossOver,72,0.0,Broker,72,100802.0,100802.0,BuySell,72,,,Trades - Net Profit/Loss,72,,
73,2006-day-001,73,2006-04-12 23:59:59.999989,3786.93,3791.15,3753.47,3776.94,0.0,0.0,LongShortStrategy,73,732413.9999999999,CrossOver,73,0.0,Broker,73,100802.0,100802.0,BuySell,73,,,Trades - Net Profit/Loss,73,,
74,2006-day-001,74,2006-04-13 23:59:59.999989,3777.24,3787.52,3755.69,3779.94,0.0,0.0,LongShortStrategy,74,732414.9999999999,CrossOver,74,0.0,Broker,74,100802.0,100802.0,BuySell,74,,,Trades - Net Profit/Loss,74,,
75,2006-day-001,75,2006-04-18 23:59:59.999989,3779.23,3779.23,3749.71,3770.79,0.0,0.0,LongShortStrategy,75,732419.9999999999,CrossOver,75,0.0,Broker,75,100802.0,100802.0,BuySell,75,,,Trades - Net Profit/Loss,75,,
76,2006-day-001,76,2006-04-19 23:59:59.999989,3778.46,3825.18,3778.46,3820.96,0.0,0.0,LongShortStrategy,76,732420.9999999999,CrossOver,76,0.0,Broker,76,100802.0,100802.0,BuySell,76,,,Trades - Net Profit/Loss,76,,
77,2006-day-001,77,2006-04-20 23:59:59.999989,3820.93,3878.29,3820.93,3860.0,0.0,0.0,LongShortStrategy,77,732421.9999999999,CrossOver,77,1.0,Broker,77,100802.0,100802.0,BuySell,77,,,Trades - Net Profit/Loss,77,,
78,2006-day-001,78,2006-04-21 23:59:59.999989,3863.57,3892.35,3863.57,3888.46,0.0,0.0,LongShortStrategy,78,732422.9999999999,CrossOver,78,0.0,Broker,78,99048.9,101048.9,BuySell,78,3805.61645,,Trades - Net Profit/Loss,78,,
79,2006-day-001,79,2006-04-24 23:59:59.999989,3884.57,3884.57,3858.67,3862.27,0.0,0.0,LongShortStrategy,79,732425.9999999999,CrossOver,79,0.0,Broker,79,98787.0,100787.0,BuySell,79,,,Trades - Net Profit/Loss,79,,
80,2006-day-001,80,2006-04-25 23:59:59.999989,3864.64,3888.65,3860.61,3871.09,0.0,0.0,LongShortStrategy,80,732426.9999999999,CrossOver,80,0.0,Broker,80,98875.2,100875.2,BuySell,80,,,Trades - Net Profit/Loss,80,,
81,2006-day-001,81,2006-04-26 23:59:59.999989,3873.67,3892.16,3873.06,3887.0,0.0,0.0,LongShortStrategy,81,732427.9999999999,CrossOver,81,0.0,Broker,81,99034.29999999999,101034.29999999999,BuySell,81,,,Trades - Net Profit/Loss,81,,
82,2006-day-001,82,2006-04-27 23:59:59.999989,3889.43,3889.43,3832.1,3865.42,0.0,0.0,LongShortStrategy,82,732428.9999999999,CrossOver,82,0.0,Broker,82,98818.49999999999,100818.49999999999,BuySell,82,,,Trades - Net Profit/Loss,82,,
83,2006-day-001,83,2006-04-28 23:59:59.999989,3865.91,3865.91,3833.74,3839.9,0.0,0.0,LongShortStrategy,83,732429.9999999999,CrossOver,83,0.0,Broker,83,98563.29999999999,100563.29999999999,BuySell,83,,,Trades - Net Profit/Loss,83,,
84,2006-day-001,84,2006-05-02 23:59:59.999989,3839.24,3864.19,3830.96,3862.24,0.0,0.0,LongShortStrategy,84,732433.9999999999,CrossOver,84,0.0,Broker,84,98786.69999999998,100786.69999999998,BuySell,84,,,Trades - Net Profit/Loss,84,,
85,2006-day-001,85,2006-05-03 23:59:59.999989,3865.29,3879.31,3817.6,3821.97,0.0,0.0,LongShortStrategy,85,732434.9999999999,CrossOver,85,-1.0,Broker,85,98383.99999999999,100383.99999999999,BuySell,85,,,Trades - Net Profit/Loss,85,,
86,2006-day-001,86,2006-05-04 23:59:59.999989,3822.57,3843.66,3806.35,3843.08,0.0,0.0,LongShortStrategy,86,732435.9999999999,CrossOver,86,1.0,Broker,86,100387.99999999999,100387.99999999999,BuySell,86,,3901.3148999999994,Trades - Net Profit/Loss,86,,-414.0
87,2006-day-001,87,2006-05-05 23:59:59.999989,3845.32,3874.32,3836.65,3874.32,0.0,0.0,LongShortStrategy,87,732436.9999999999,CrossOver,87,0.0,Broker,87,98675.99999999999,100675.99999999999,BuySell,87,3779.10025,,Trades - Net Profit/Loss,87,,
88,2006-day-001,88,2006-05-08 23:59:59.999989,3877.74,3897.4,3872.67,3877.53,0.0,0.0,LongShortStrategy,88,732439.9999999999,CrossOver,88,0.0,Broker,88,98708.09999999999,100708.09999999999,BuySell,88,,,Trades - Net Profit/Loss,88,,
89,2006-day-001,89,2006-05-09 23:59:59.999989,3879.59,3890.94,3866.35,3890.94,0.0,0.0,LongShortStrategy,89,732440.9999999999,CrossOver,89,0.0,Broker,89,98842.19999999998,100842.19999999998,BuySell,89,,,Trades - Net Profit/Loss,89,,
90,2006-day-001,90,2006-05-10 23:59:59.999989,3883.38,3889.78,3863.56,3863.56,0.0,0.0,LongShortStrategy,90,732441.9999999999,CrossOver,90,0.0,Broker,90,98568.39999999998,100568.39999999998,BuySell,90,,,Trades - Net Profit/Loss,90,,
91,2006-day-001,91,2006-05-11 23:59:59.999989,3864.02,3894.6,3836.67,3837.86,0.0,0.0,LongShortStrategy,91,732442.9999999999,CrossOver,91,-1.0,Broker,91,98311.39999999998,100311.39999999998,BuySell,91,,,Trades - Net Profit/Loss,91,,
92,2006-day-001,92,2006-05-12 23:59:59.999989,3829.82,3829.82,3750.44,3750.44,0.0,0.0,LongShortStrategy,92,732443.9999999999,CrossOver,92,0.0,Broker,92,100228.99999999999,100228.99999999999,BuySell,92,,3887.2673,Trades - Net Profit/Loss,92,,-159.0
93,2006-day-001,93,2006-05-15 23:59:59.999989,3746.4,3746.4,3680.95,3711.16,0.0,0.0,LongShortStrategy,93,732446.9999999999,CrossOver,93,0.0,Broker,93,100228.99999999999,100228.99999999999,BuySell,93,,,Trades - Net Profit/Loss,93,,
94,2006-day-001,94,2006-05-16 23:59:59.999989,3711.46,3750.12,3692.35,3730.36,0.0,0.0,LongShortStrategy,94,732447.9999999999,CrossOver,94,0.0,Broker,94,100228.99999999999,100228.99999999999,BuySell,94,,,Trades - Net Profit/Loss,94,,
95,2006-day-001,95,2006-05-17 23:59:59.999989,3734.32,3750.42,3605.19,3605.37,0.0,0.0,LongShortStrategy,95,732448.9999999999,CrossOver,95,0.0,Broker,95,100228.99999999999,100228.99999999999,BuySell,95,,,Trades - Net Profit/Loss,95,,
96,2006-day-001,96,2006-05-18 23:59:59.999989,3607.41,3649.54,3558.27,3606.33,0.0,0.0,LongShortStrategy,96,732449.9999999999,CrossOver,96,0.0,Broker,96,100228.99999999999,100228.99999999999,BuySell,96,,,Trades - Net Profit/Loss,96,,
97,2006-day-001,97,2006-05-19 23:59:59.999989,3608.26,3638.38,3601.68,3625.33,0.0,0.0,LongShortStrategy,97,732450.9999999999,CrossOver,97,0.0,Broker,97,100228.99999999999,100228.99999999999,BuySell,97,,,Trades - Net Profit/Loss,97,,
98,2006-day-001,98,2006-05-22 23:59:59.999989,3622.35,3622.35,3527.05,3539.77,0.0,0.0,LongShortStrategy,98,732453.9999999999,CrossOver,98,0.0,Broker,98,100228.99999999999,100228.99999999999,BuySell,98,,,Trades - Net Profit/Loss,98,,
